Year,Game,Screenshot,Palette
2025,Hyperdevotion Noire: Goddess Black Heart,screenshots\rfpii31bzzgyo9u8uhn5.jpg,"[(116, 229, 246), (49, 76, 133), (233, 202, 226), (42, 45, 59), (154, 139, 198), (65, 111, 239), (242, 71, 142), (79, 157, 243), (243, 146, 65)]"
2025,Hyperdevotion Noire: Goddess Black Heart,screenshots\eotnvn3knhfxkosdxjei.jpg,"[(231, 237, 228), (157, 198, 205), (38, 41, 51), (105, 139, 192), (143, 141, 133), (96, 128, 137), (76, 89, 132), (90, 88, 90), (207, 107, 84)]"
2025,Hyperdevotion Noire: Goddess Black Heart,screenshots\fbp75dbzcbviflcagfan.jpg,"[(229, 214, 157), (115, 66, 45), (45, 43, 52), (227, 115, 57), (176, 144, 194), (190, 97, 47), (161, 145, 96), (132, 105, 114), (44, 167, 216)]"
2025,Hyperdevotion Noire: Goddess Black Heart,screenshots\ssinnopwdnrzugiccn9y.jpg,"[(218, 187, 128), (44, 63, 50), (103, 215, 159), (194, 60, 70), (83, 110, 201), (118, 74, 64), (109, 127, 102), (25, 14, 16), (67, 80, 119)]"
2025,Hyperdevotion Noire: Goddess Black Heart,screenshots\aaxvwt0ryz9epfjgdihf.jpg,"[(195, 138, 104), (28, 30, 37), (210, 205, 221), (105, 101, 109), (114, 54, 58), (199, 164, 163), (250, 213, 176), (74, 84, 94), (100, 76, 44)]"
2025,Sylia,screenshots\scvv0j.jpg,"[(67, 68, 80), (192, 190, 206), (134, 141, 183), (137, 141, 146), (163, 174, 220), (98, 104, 149), (236, 67, 41), (114, 133, 147), (23, 17, 20)]"
2025,Sylia,screenshots\scvv0k.jpg,"[(189, 205, 181), (120, 169, 124), (107, 130, 105), (12, 22, 17), (111, 129, 154), (76, 116, 104), (54, 66, 97), (63, 63, 59), (197, 69, 40)]"
2025,Sylia,screenshots\scvv0l.jpg,"[(110, 161, 103), (34, 46, 17), (216, 187, 164), (39, 92, 29), (164, 218, 157), (63, 101, 37), (160, 183, 141), (83, 99, 66), (176, 218, 184)]"
2025,Sylia,screenshots\scvv0m.jpg,"[(206, 192, 170), (124, 192, 74), (8, 9, 4), (147, 132, 93), (90, 93, 27), (100, 141, 46), (168, 163, 144), (112, 94, 86), (192, 75, 64)]"
2025,Sylia,screenshots\scvv0n.jpg,"[(135, 177, 47), (79, 109, 42), (212, 194, 162), (5, 5, 4), (68, 68, 92), (119, 130, 52), (137, 137, 151), (176, 16, 17), (77, 60, 26)]"
2025,Enter the Gungeon,screenshots\saye37b3anr8pulxcqrv.jpg,"[(180, 139, 103), (26, 21, 15), (109, 105, 91), (113, 160, 112), (64, 38, 21), (73, 92, 77), (65, 68, 79), (45, 56, 45), (130, 134, 144)]"
2025,Enter the Gungeon,screenshots\ya9xbnow26nirgauee8t.jpg,"[(18, 11, 7), (208, 195, 160), (97, 106, 144), (99, 76, 46), (60, 40, 19), (156, 85, 28), (46, 50, 77), (72, 83, 85), (126, 144, 165)]"
2025,Enter the Gungeon,screenshots\md5sbeeei4gh07txtcta.jpg,"[(225, 215, 191), (10, 9, 8), (166, 66, 29), (99, 68, 40), (52, 34, 24), (130, 135, 114), (66, 70, 57), (20, 29, 71), (117, 122, 136)]"
2025,Enter the Gungeon,screenshots\wfkj2as1ueseo9boaop5.jpg,"[(34, 23, 19), (187, 98, 47), (116, 68, 40), (76, 49, 36), (245, 221, 150), (141, 133, 147), (80, 74, 85), (92, 92, 75), (148, 148, 148)]"
2025,Enter the Gungeon,screenshots\ej9buwvredbsugfzwopo.jpg,"[(33, 42, 28), (212, 192, 144), (126, 216, 235), (115, 94, 66), (73, 67, 43), (105, 117, 159), (79, 106, 101), (69, 71, 104), (53, 78, 46)]"
2025,Yakuza Kiwami,screenshots\pw559s2tnxnhutpata8c.jpg,"[(200, 188, 158), (24, 28, 31), (108, 95, 85), (69, 58, 52), (65, 97, 107), (53, 77, 97), (138, 149, 155), (121, 133, 150), (149, 90, 62)]"
2025,Yakuza Kiwami,screenshots\lidt4lyow5rzkpafgdoz.jpg,"[(196, 177, 141), (28, 28, 20), (122, 111, 87), (146, 149, 132), (75, 67, 48), (89, 94, 83), (83, 84, 84), (156, 100, 68), (140, 140, 140)]"
2025,Yakuza Kiwami,screenshots\i5kmaw7za1ocuj2chcll.jpg,"[(211, 182, 144), (32, 34, 20), (115, 107, 70), (82, 81, 48), (110, 109, 176), (65, 70, 45), (89, 102, 81), (144, 156, 163), (75, 83, 100)]"
2025,Yakuza Kiwami,screenshots\gcbqkf1rbxvxzcj50vkw.jpg,"[(32, 40, 29), (200, 169, 148), (114, 107, 86), (108, 193, 189), (80, 107, 83), (90, 119, 188), (76, 75, 58), (63, 80, 106), (183, 71, 62)]"
2025,Yakuza Kiwami,screenshots\y6pgogce11mcxrknbofi.jpg,"[(209, 183, 138), (39, 32, 25), (128, 104, 78), (119, 182, 194), (86, 125, 175), (85, 70, 49), (183, 66, 40), (92, 103, 90), (64, 84, 105)]"
2025,Suuran Digit,screenshots\scgpjt.jpg,"[(35, 36, 44), (168, 215, 238), (85, 76, 87), (89, 173, 225), (124, 107, 109), (235, 236, 236), (144, 133, 142), (182, 166, 162), (60, 164, 236)]"
2025,Suuran Digit,screenshots\scgpju.jpg,"[(78, 60, 52), (221, 220, 218), (170, 156, 180), (149, 133, 114), (140, 107, 77), (191, 151, 141), (109, 105, 117), (31, 29, 29), (136, 180, 100)]"
2025,Suuran Digit,screenshots\scyduf.jpg,"[(230, 158, 80), (131, 58, 34), (73, 39, 34), (223, 173, 137), (244, 224, 200), (185, 95, 44), (144, 85, 60), (248, 213, 130), (92, 108, 132)]"
2025,Suuran Digit,screenshots\scydug.jpg,"[(115, 75, 52), (232, 207, 182), (47, 28, 28), (218, 157, 117), (194, 168, 168), (173, 108, 64), (180, 142, 123), (149, 114, 115), (228, 180, 84)]"
2025,Suuran Digit,screenshots\scyduh.jpg,"[(47, 44, 56), (236, 214, 217), (99, 72, 80), (123, 118, 127), (172, 126, 138), (168, 175, 182), (125, 95, 82), (190, 154, 135), (76, 116, 148)]"
2025,7'Scarlet,screenshots\sc5uea.jpg,"[(149, 124, 118), (243, 232, 222), (59, 54, 61), (104, 64, 95), (235, 214, 174), (216, 189, 154), (196, 177, 144), (98, 90, 88), (95, 79, 55)]"
2025,7'Scarlet,screenshots\sc5ue9.jpg,"[(221, 183, 163), (41, 30, 20), (127, 85, 96), (102, 63, 90), (90, 65, 49), (156, 126, 157), (163, 150, 163), (106, 92, 83), (188, 100, 132)]"
2025,7'Scarlet,screenshots\sc5ued.jpg,"[(223, 223, 205), (98, 94, 89), (170, 207, 167), (36, 49, 40), (166, 161, 192), (130, 160, 95), (163, 143, 126), (66, 87, 29), (64, 38, 52)]"
2025,7'Scarlet,screenshots\sc5uec.jpg,"[(226, 199, 190), (59, 41, 40), (144, 96, 100), (160, 169, 183), (108, 75, 106), (108, 63, 65), (151, 132, 168), (114, 107, 119), (189, 86, 50)]"
2025,7'Scarlet,screenshots\sc5ueb.jpg,"[(223, 216, 215), (73, 69, 63), (159, 180, 125), (142, 126, 118), (109, 133, 88), (154, 154, 176), (20, 55, 60), (111, 87, 119), (42, 25, 36)]"
2025,Fishing Planet,screenshots\dghg7omrzcpwliyggh6a.jpg,"[(199, 212, 219), (47, 55, 49), (143, 177, 201), (120, 120, 107), (89, 94, 82), (84, 102, 112), (97, 118, 110), (130, 149, 160), (14, 19, 18)]"
2025,Fishing Planet,screenshots\vbj6gffmkebm1fehpyuf.jpg,"[(53, 53, 57), (192, 187, 175), (124, 126, 129), (118, 104, 90), (144, 157, 148), (91, 89, 88), (25, 21, 16), (90, 111, 99), (80, 142, 172)]"
2025,Fishing Planet,screenshots\ntaz2zeqqhynwppailp3.jpg,"[(202, 213, 211), (44, 41, 35), (146, 164, 170), (125, 126, 122), (88, 91, 106), (105, 111, 113), (129, 145, 158), (90, 83, 72), (74, 77, 63)]"
2025,Fishing Planet,screenshots\zzf99jgjvqtcyvuqgelr.jpg,"[(140, 111, 73), (41, 29, 23), (228, 201, 146), (208, 172, 113), (83, 64, 42), (190, 158, 103), (166, 149, 135), (167, 168, 183), (74, 43, 24)]"
2025,Fishing Planet,screenshots\pc2tzslbhdxbmfnkct6h.jpg,"[(190, 204, 213), (147, 173, 192), (48, 57, 53), (126, 134, 135), (89, 91, 77), (87, 102, 112), (103, 118, 119), (138, 154, 167), (12, 13, 10)]"
2025,Utawarerumono: Mask of Deception,screenshots\zeqjsrfzitxuerxuklvq.jpg,"[(233, 226, 223), (123, 97, 90), (58, 52, 66), (212, 166, 136), (164, 162, 204), (177, 158, 142), (114, 114, 147), (80, 42, 44), (86, 60, 33)]"
2025,Utawarerumono: Mask of Deception,screenshots\xuobj7yeyj7z2uicpaxj.jpg,"[(220, 206, 189), (50, 47, 51), (138, 115, 92), (101, 86, 69), (113, 110, 80), (161, 168, 159), (178, 92, 102), (83, 87, 125), (157, 149, 164)]"
2025,Utawarerumono: Mask of Deception,screenshots\uk7rd0pwt8mwcsk7ivpr.jpg,"[(133, 102, 96), (235, 226, 220), (55, 52, 67), (103, 51, 71), (229, 203, 168), (220, 161, 134), (179, 164, 160), (67, 100, 137), (92, 72, 41)]"
2025,Utawarerumono: Mask of Deception,screenshots\njdvhbewbbdwwfmnvheg.jpg,"[(127, 194, 237), (77, 61, 67), (212, 212, 190), (129, 153, 189), (145, 128, 128), (115, 123, 143), (86, 97, 134), (20, 20, 33), (227, 65, 118)]"
2025,Utawarerumono: Mask of Deception,screenshots\hbgoo7lm79tbt7p0xadz.jpg,"[(136, 227, 231), (47, 56, 64), (211, 235, 227), (140, 134, 116), (97, 127, 109), (139, 152, 189), (98, 89, 91), (102, 99, 132), (180, 108, 108)]"
2025,"Pirates, Vikings, and Knights II",screenshots\n7ahmvrrevvpdbfkkpkv.jpg,"[(198, 170, 117), (31, 27, 23), (111, 75, 42), (76, 58, 39), (137, 163, 148), (80, 101, 86), (94, 123, 153), (158, 68, 62), (44, 77, 101)]"
2025,"Pirates, Vikings, and Knights II",screenshots\mxuxf47l15gzth0sncwn.jpg,"[(224, 173, 142), (95, 64, 47), (32, 20, 13), (164, 130, 108), (157, 102, 80), (164, 177, 158), (204, 70, 70), (128, 110, 111), (149, 147, 165)]"
2025,"Pirates, Vikings, and Knights II",screenshots\f4jqvbcw4nch7o3dqjvy.jpg,"[(202, 171, 118), (63, 46, 39), (131, 100, 79), (16, 13, 8), (144, 166, 125), (97, 108, 79), (102, 89, 92), (128, 139, 152), (173, 73, 57)]"
2025,"Pirates, Vikings, and Knights II",screenshots\j9u4tqiy5dsv8rvumhkj.jpg,"[(223, 205, 173), (40, 34, 29), (149, 124, 98), (167, 158, 139), (94, 75, 56), (110, 104, 87), (190, 84, 64), (85, 88, 94), (144, 148, 160)]"
2025,"Pirates, Vikings, and Knights II",screenshots\mm4qalxdtlpwhqsn2put.jpg,"[(179, 175, 94), (44, 44, 33), (134, 125, 72), (142, 173, 82), (97, 120, 162), (93, 120, 74), (93, 76, 51), (176, 50, 42), (78, 90, 117)]"
2025,Escape from Tarkov,screenshots\bcwpeg5u2g1ubmivugi7.jpg,"[(212, 218, 220), (41, 41, 36), (123, 123, 116), (150, 164, 167), (83, 82, 74), (96, 110, 114), (85, 97, 103), (135, 147, 158), (164, 124, 90)]"
2025,Escape from Tarkov,screenshots\p835hnwoshqosredxeir.jpg,"[(180, 116, 79), (135, 77, 52), (29, 20, 15), (79, 40, 26), (146, 120, 99), (84, 75, 67), (172, 68, 34), (92, 92, 92), (57, 56, 52)]"
2025,Escape from Tarkov,screenshots\crleuub5dyjjiday3wyh.jpg,"[(178, 175, 153), (34, 36, 32), (120, 120, 107), (73, 75, 68), (142, 158, 156), (90, 101, 93), (134, 146, 150), (59, 68, 60), (88, 91, 92)]"
2025,Escape from Tarkov,screenshots\fmog0mhb7ghcmmwqnjmz.jpg,"[(35, 27, 23), (102, 85, 63), (178, 169, 152), (74, 59, 45), (140, 140, 124), (128, 128, 132), (84, 84, 72), (80, 75, 76), (60, 60, 52)]"
2025,Escape from Tarkov,screenshots\wy3tqlydkde43ykyrdws.jpg,"[(200, 180, 147), (36, 27, 26), (122, 104, 83), (74, 62, 53), (142, 153, 145), (58, 60, 57), (89, 95, 90), (116, 135, 153), (69, 78, 96)]"
2025,Clicker Heroes,screenshots\hdwigadpzd7epfkckv8b.jpg,"[(232, 200, 106), (113, 179, 143), (130, 103, 50), (84, 129, 172), (8, 9, 8), (71, 46, 17), (70, 103, 71), (206, 54, 49), (47, 60, 81)]"
2025,Clicker Heroes,screenshots\gqjutcnzvye3alijx3sl.jpg,"[(228, 194, 101), (84, 186, 179), (122, 84, 33), (7, 11, 24), (57, 118, 165), (33, 103, 105), (194, 53, 53), (68, 47, 22), (17, 54, 94)]"
2025,Clicker Heroes,screenshots\a31oppkq183wf2q3rgve.jpg,"[(128, 68, 22), (17, 163, 215), (182, 139, 38), (226, 243, 232), (40, 37, 32), (114, 161, 167), (235, 219, 153), (202, 175, 107), (182, 153, 171)]"
2025,Clicker Heroes,screenshots\nlnnmproxu2ph42hidgp.jpg,"[(196, 185, 50), (218, 234, 223), (16, 161, 215), (115, 69, 13), (160, 108, 25), (51, 46, 28), (222, 209, 144), (108, 124, 58), (58, 121, 55)]"
2025,Clicker Heroes,screenshots\pwg3v5sekvhhnotm7orj.jpg,"[(176, 115, 27), (220, 230, 208), (36, 40, 40), (12, 176, 236), (145, 171, 166), (10, 131, 176), (180, 150, 107), (97, 85, 55), (146, 45, 10)]"
2025,Love,screenshots\nravvol5ft3j6to7jyqr.jpg,"[(4, 4, 4), (33, 133, 78), (36, 105, 68), (228, 229, 228), (78, 103, 90), (68, 140, 108), (124, 124, 124), (39, 41, 40), (60, 60, 60)]"
2025,Love,screenshots\cxt4d9edhhhls8l8ksdz.jpg,"[(238, 204, 109), (4, 4, 4), (96, 78, 29), (46, 28, 8), (132, 100, 48), (124, 124, 108), (120, 116, 116), (60, 68, 56), (60, 60, 60)]"
2025,Love,screenshots\x3b4biyazwltxjpwbbcz.jpg,"[(230, 225, 54), (4, 4, 4), (97, 91, 8), (46, 38, 5), (122, 122, 124), (124, 132, 20), (59, 68, 4), (132, 108, 4), (60, 52, 76)]"
2025,Love,screenshots\q4uzuvfumdgxlecckp1d.jpg,"[(163, 165, 124), (4, 4, 4), (95, 96, 74), (124, 132, 96), (47, 48, 29), (122, 122, 124), (60, 68, 38), (132, 124, 100), (60, 60, 60)]"
2025,Love,screenshots\kfdcxxpw4ddg9fk39zha.jpg,"[(124, 124, 124), (147, 147, 147), (4, 4, 4), (116, 116, 116), (88, 88, 88), (60, 60, 60), (40, 40, 40), (52, 52, 52), (64, 188, 192)]"
2025,Human: Fall Flat,screenshots\n9cqwrkkiktp5o7gggtj.jpg,"[(184, 175, 156), (69, 67, 66), (149, 142, 124), (123, 124, 107), (113, 108, 97), (28, 26, 25), (118, 115, 116), (162, 162, 166), (164, 172, 152)]"
2025,Human: Fall Flat,screenshots\y8djofabxrwxbzuvgngm.jpg,"[(180, 185, 189), (84, 78, 73), (120, 93, 75), (171, 147, 110), (141, 125, 105), (145, 118, 82), (228, 216, 184), (132, 140, 140), (212, 220, 212)]"
2025,Human: Fall Flat,screenshots\bh2lvyq5rbsba1wdgnjc.jpg,"[(105, 100, 92), (215, 193, 135), (41, 43, 48), (171, 160, 134), (86, 43, 41), (102, 83, 36), (174, 184, 183), (162, 171, 173), (147, 148, 136)]"
2025,Human: Fall Flat,screenshots\eohsidatfx8wyw5ltzt6.jpg,"[(212, 187, 147), (182, 192, 202), (71, 73, 56), (81, 85, 88), (121, 122, 122), (144, 148, 140), (97, 103, 105), (249, 232, 168), (124, 92, 76)]"
2025,Human: Fall Flat,screenshots\fdvhhfc2sc1vitoq1g5c.jpg,"[(149, 173, 184), (58, 74, 90), (94, 93, 70), (222, 220, 210), (131, 132, 127), (82, 90, 102), (195, 212, 206), (93, 123, 146), (60, 84, 140)]"
2025,Stardew Valley,screenshots\rhxs1x9w5hf5kde2osf5.jpg,"[(31, 75, 22), (98, 41, 21), (205, 142, 24), (98, 133, 41), (154, 89, 34), (200, 193, 173), (188, 147, 101), (48, 182, 45), (155, 213, 72)]"
2025,Stardew Valley,screenshots\iwswpvxa9ytrpk8yjcyx.jpg,"[(176, 117, 87), (4, 4, 4), (96, 47, 64), (232, 219, 174), (88, 78, 152), (29, 12, 96), (34, 80, 22), (106, 141, 132), (47, 10, 28)]"
2025,Stardew Valley,screenshots\sw7rtba7p1xs77klsime.jpg,"[(211, 134, 58), (52, 21, 24), (168, 97, 56), (123, 58, 48), (49, 71, 183), (122, 174, 78), (98, 110, 48), (55, 28, 98), (206, 47, 42)]"
2025,Stardew Valley,screenshots\ak7zmag7zztpqha1jjde.jpg,"[(20, 12, 8), (67, 42, 22), (106, 77, 60), (182, 126, 86), (69, 150, 75), (77, 59, 63), (25, 52, 27), (50, 87, 45), (119, 117, 117)]"
2025,Stardew Valley,screenshots\g1aakqbkp2quq0krqeky.jpg,"[(35, 87, 135), (130, 73, 46), (189, 243, 247), (206, 154, 80), (110, 188, 230), (170, 167, 173), (244, 250, 249), (43, 213, 125), (243, 205, 141)]"
2025,SinaRun,screenshots\ow18niuefnodfsw5sttq.jpg,"[(181, 188, 176), (124, 126, 124), (235, 235, 231), (140, 140, 134), (146, 152, 145), (220, 222, 212), (212, 220, 209), (140, 148, 132), (132, 148, 132)]"
2025,SinaRun,screenshots\wvjvf9wpwhcfbvxjlkmr.jpg,"[(113, 120, 122), (236, 249, 250), (164, 176, 177), (140, 156, 155), (148, 156, 156), (197, 213, 214), (188, 196, 200), (148, 148, 156), (188, 204, 196)]"
2025,SinaRun,screenshots\g4tmvzxmu0gcryhqr5ig.jpg,"[(251, 247, 232), (169, 159, 154), (212, 199, 190), (191, 180, 171), (187, 172, 172), (195, 186, 180), (234, 219, 208), (220, 212, 196), (219, 212, 204)]"
2025,SinaRun,screenshots\c5rehnbaxaycoxsvl4qd.jpg,"[(251, 250, 219), (251, 229, 195), (251, 180, 148), (251, 211, 180), (251, 205, 170), (250, 195, 164), (249, 196, 156), (227, 189, 154), (241, 220, 172)]"
2025,SinaRun,screenshots\m03iqn4at5kwcvpmhbxq.jpg,"[(52, 62, 80), (205, 214, 227), (81, 91, 107), (121, 130, 147), (148, 152, 164), (100, 108, 124), (27, 35, 49), (92, 108, 124), (140, 156, 164)]"
2025,Ultimate Chicken Horse,screenshots\jalblp6btx4oa7lze1sy.jpg,"[(188, 222, 235), (77, 86, 106), (122, 132, 151), (104, 96, 100), (153, 150, 153), (175, 146, 104), (179, 175, 168), (152, 179, 194), (236, 237, 233)]"
2025,Ultimate Chicken Horse,screenshots\g0sq67x9zoau25zfzjxv.jpg,"[(187, 229, 243), (111, 104, 108), (177, 171, 168), (123, 129, 149), (134, 145, 156), (97, 113, 135), (162, 171, 188), (154, 183, 195), (235, 237, 234)]"
2025,Ultimate Chicken Horse,screenshots\tuoptb8u06mhgtcvighv.jpg,"[(138, 204, 212), (167, 162, 133), (113, 132, 123), (114, 114, 77), (96, 76, 55), (185, 187, 170), (218, 194, 168), (134, 158, 171), (52, 81, 75)]"
2025,Ultimate Chicken Horse,screenshots\gamzoasrepvwj4iar9ay.jpg,"[(223, 241, 248), (84, 95, 74), (171, 164, 135), (143, 173, 181), (180, 142, 113), (188, 180, 159), (121, 109, 104), (178, 205, 217), (200, 202, 202)]"
2025,Ultimate Chicken Horse,screenshots\vx4ritypg0isebrq1kk5.jpg,"[(216, 174, 146), (73, 62, 77), (141, 101, 114), (171, 53, 60), (228, 216, 221), (151, 132, 139), (180, 120, 53), (244, 236, 151), (208, 148, 80)]"
2025,Sniper Elite 4,screenshots\nq9g9m7clqzjxjc4kolg.jpg,"[(142, 133, 110), (212, 191, 160), (19, 18, 15), (76, 80, 66), (56, 48, 36), (187, 180, 146), (74, 64, 42), (102, 81, 62), (188, 172, 164)]"
2025,Sniper Elite 4,screenshots\nj3zlpzfgqsb8cnk9ccu.jpg,"[(52, 48, 42), (202, 182, 145), (141, 119, 93), (100, 83, 68), (114, 108, 87), (203, 52, 46), (164, 164, 140), (105, 100, 100), (157, 156, 148)]"
2025,Sniper Elite 4,screenshots\wgc4ro3dtzjmfsdjjqfm.jpg,"[(200, 187, 173), (24, 29, 35), (113, 106, 97), (137, 149, 142), (76, 97, 95), (68, 69, 65), (155, 88, 64), (68, 83, 92), (126, 140, 148)]"
2025,Sniper Elite 4,screenshots\wqmwmuylv5oa7u2hv8kd.jpg,"[(106, 97, 90), (212, 177, 157), (107, 166, 212), (155, 195, 230), (29, 25, 20), (165, 139, 122), (65, 39, 28), (140, 151, 152), (87, 56, 33)]"
2025,Sniper Elite 4,screenshots\ntxqvi4jzc9iuk394osz.jpg,"[(187, 186, 185), (23, 23, 20), (103, 98, 90), (66, 62, 54), (82, 85, 84), (70, 72, 79), (139, 140, 133), (130, 130, 133), (148, 132, 116)]"
2025,Shadow Tactics: Blades of the Shogun,screenshots\jb2vurfznk0stx7khm9h.jpg,"[(88, 61, 36), (203, 154, 105), (24, 15, 9), (151, 122, 76), (146, 101, 61), (151, 161, 83), (115, 100, 95), (135, 132, 138), (49, 18, 6)]"
2025,Shadow Tactics: Blades of the Shogun,screenshots\byajj5pjbogyikbzhv29.jpg,"[(184, 120, 52), (43, 24, 8), (142, 94, 33), (103, 64, 19), (247, 223, 104), (114, 92, 42), (130, 119, 108), (67, 64, 60), (164, 148, 124)]"
2025,Shadow Tactics: Blades of the Shogun,screenshots\wsbgelqi6clps7mfd6gn.jpg,"[(89, 105, 80), (206, 194, 137), (152, 149, 102), (22, 33, 25), (156, 195, 128), (69, 70, 30), (95, 155, 107), (34, 56, 50), (150, 170, 167)]"
2025,Shadow Tactics: Blades of the Shogun,screenshots\nda03tabyxkggl4xtko1.jpg,"[(184, 138, 113), (27, 31, 47), (119, 108, 99), (104, 77, 76), (60, 70, 90), (97, 85, 110), (68, 72, 64), (121, 171, 131), (111, 126, 166)]"
2025,Shadow Tactics: Blades of the Shogun,screenshots\mjaqoyxagj354c9so0rg.jpg,"[(30, 42, 54), (182, 149, 119), (111, 100, 90), (55, 74, 107), (10, 14, 16), (70, 79, 74), (102, 120, 152), (78, 101, 122), (140, 148, 136)]"
2025,Journey of a Special Average Balloon,screenshots\vmxklf4dzocg4b89ljtx.jpg,"[(101, 166, 220), (221, 93, 206), (54, 52, 103), (124, 120, 134), (99, 90, 93), (31, 185, 217), (155, 150, 207), (86, 226, 245), (86, 108, 194)]"
2025,Journey of a Special Average Balloon,screenshots\jfsbyb0yk4tlpg48wsvm.jpg,"[(26, 70, 122), (236, 236, 203), (23, 20, 20), (78, 177, 221), (84, 127, 151), (26, 139, 215), (104, 102, 97), (14, 101, 168), (8, 28, 68)]"
2025,Journey of a Special Average Balloon,screenshots\lozvw0oojm7ykfbtrfkx.jpg,"[(190, 181, 160), (50, 56, 48), (131, 120, 30), (223, 222, 100), (95, 72, 56), (101, 100, 98), (226, 210, 227), (17, 229, 239), (162, 117, 100)]"
2025,Journey of a Special Average Balloon,screenshots\xoeu7cphaz38txsb9ody.jpg,"[(104, 169, 223), (229, 133, 159), (54, 50, 129), (29, 226, 74), (30, 132, 234), (103, 191, 134), (115, 104, 174), (165, 198, 220), (120, 224, 168)]"
2025,Journey of a Special Average Balloon,screenshots\ergenx6uefucrusptpjg.jpg,"[(4, 32, 132), (5, 37, 170), (4, 6, 21), (213, 65, 34), (4, 21, 84), (93, 33, 35), (67, 128, 234), (31, 52, 84), (100, 108, 92)]"
2025,Alien Hominid HD,screenshots\sctqb0.jpg,"[(200, 209, 213), (24, 44, 53), (172, 22, 30), (142, 124, 148), (182, 159, 226), (136, 37, 129), (237, 97, 93), (28, 224, 137), (103, 91, 81)]"
2025,Alien Hominid HD,screenshots\sctqb3.jpg,"[(34, 22, 20), (160, 108, 67), (248, 224, 177), (118, 23, 35), (148, 77, 194), (227, 71, 62), (146, 138, 139), (212, 203, 46), (60, 140, 92)]"
2025,Alien Hominid HD,screenshots\sctqb5.jpg,"[(18, 78, 96), (145, 22, 58), (187, 180, 216), (195, 160, 109), (101, 105, 116), (175, 153, 50), (152, 101, 145), (5, 202, 148), (237, 243, 222)]"
2025,Alien Hominid HD,screenshots\sctqb7.jpg,"[(17, 62, 41), (246, 186, 75), (152, 124, 133), (154, 52, 106), (229, 217, 222), (15, 167, 85), (91, 92, 92), (136, 106, 42), (166, 200, 63)]"
2025,Alien Hominid HD,screenshots\sctqb9.jpg,"[(23, 64, 82), (197, 190, 241), (137, 37, 85), (154, 123, 66), (146, 107, 173), (159, 155, 153), (188, 146, 233), (126, 138, 151), (25, 239, 238)]"
2025,A World of Keflings,screenshots\w3fclb2pofzp1pjjhtrj.jpg,"[(204, 147, 103), (75, 62, 50), (99, 57, 45), (113, 92, 74), (218, 208, 194), (163, 94, 69), (121, 76, 40), (196, 175, 158), (226, 213, 151)]"
2025,A World of Keflings,screenshots\zxsizh7xxs6eu47zpw9i.jpg,"[(249, 198, 123), (42, 68, 58), (107, 61, 42), (225, 157, 105), (137, 141, 116), (119, 114, 111), (158, 154, 170), (129, 108, 75), (211, 227, 216)]"
2025,A World of Keflings,screenshots\p2o3ytkunyufbsjtwt9z.jpg,"[(59, 75, 78), (189, 175, 177), (19, 19, 19), (87, 118, 135), (89, 179, 177), (87, 119, 112), (125, 125, 183), (115, 97, 93), (30, 26, 43)]"
2025,A World of Keflings,screenshots\pnaed8lrygo0uykv9zct.jpg,"[(180, 162, 158), (38, 191, 45), (67, 61, 58), (119, 141, 169), (84, 104, 87), (114, 151, 138), (51, 169, 83), (118, 154, 83), (34, 228, 33)]"
2025,A World of Keflings,screenshots\gztsnndsmo5jswxmb6km.jpg,"[(30, 26, 25), (204, 165, 169), (221, 227, 228), (136, 112, 106), (106, 64, 59), (113, 90, 71), (124, 118, 144), (191, 201, 220), (86, 140, 166)]"
